brand,category,product_name,material,retailer,season,rating,discount_percent,original_price,current_price,image_url,product_url,date_scraped
Puma,Pants,Puma Pants,Denim,Lifestyle,Summer,4.1,50,5917.4,2958.7,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Puma+Pants,2025-10-29
Flying Machine,Dress,Flying Machine Dress,Cotton,Myntra,All-Season,3.8,40,2877.94,1726.76,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.myntra.com/shop/Flying+Machine+Dress,2025-10-29
Calvin Klein,Chinos,Calvin Klein Chinos,Linen,Reliance Trends,All-Season,4.9,30,7403.01,5182.11,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.reliancetrends.com/search?q=Calvin+Klein+Chinos,2025-10-29
Levi's,Dress,Levi's Dress,Blend,Myntra,Summer,4.1,10,2962.25,2666.03,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.myntra.com/shop/Levi's+Dress,2025-10-29
Allen Solly,Blazer,Allen Solly Blazer,Silk,Myntra,All-Season,4.0,15,3182.42,2705.06,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.myntra.com/shop/Allen+Solly+Blazer,2025-10-29
Van Heusen,Jacket,Van Heusen Jacket,Silk,Max Fashion,Winter,4.2,15,1575.92,1339.53,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.maxfashion.in/in/en/search/?text=Van+Heusen+Jacket,2025-10-29
Wrogn,Shirt,Wrogn Shirt,Denim,Lifestyle,Winter,3.4,0,690.14,690.14,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.lifestylestores.com/in/en/search/?text=Wrogn+Shirt,2025-10-29
Zara,Shirt,Zara Shirt,Polyester,Myntra,Monsoon,4.6,40,4723.53,2834.12,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.myntra.com/shop/Zara+Shirt,2025-10-29
Tommy Hilfiger,Jeans,Tommy Hilfiger Jeans,Cotton,Lifestyle,Monsoon,4.5,60,9053.14,3621.26,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.lifestylestores.com/in/en/search/?text=Tommy+Hilfiger+Jeans,2025-10-29
Marks & Spencer,Polo,Marks & Spencer Polo,Synthetic,Lifestyle,All-Season,4.6,25,4299.85,3224.89,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.lifestylestores.com/in/en/search/?text=Marks+&+Spencer+Polo,2025-10-29
W for Woman,Pants,W for Woman Pants,Leather,Westside,Summer,3.6,20,1533.19,1226.55,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.westside.com/search?q=W+for+Woman+Pants,2025-10-29
Only,Chinos,Only Chinos,Polyester,Westside,Spring,3.9,30,3418.53,2392.97,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.westside.com/search?q=Only+Chinos,2025-10-29
Calvin Klein,Skirt,Calvin Klein Skirt,Silk,Ajio,Summer,4.4,20,2642.06,2113.65,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.ajio.com/search/?text=Calvin+Klein+Skirt,2025-10-29
Louis Philippe,Jeans,Louis Philippe Jeans,Silk,Shoppers Stop,Spring,4.5,15,6456.82,5488.3,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.shoppersstop.com/search?q=Louis+Philippe+Jeans,2025-10-29
Allen Solly,Coat,Allen Solly Coat,Polyester,Max Fashion,All-Season,3.9,25,3231.21,2423.41,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.maxfashion.in/in/en/search/?text=Allen+Solly+Coat,2025-10-29
Adidas,Jacket,Adidas Jacket,Cotton,Westside,Monsoon,3.6,30,8596.67,6017.67,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.westside.com/search?q=Adidas+Jacket,2025-10-29
AND,Shirt,AND Shirt,Synthetic,Reliance Trends,Summer,3.8,10,761.37,685.23,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.reliancetrends.com/search?q=AND+Shirt,2025-10-29
Only,Polo,Only Polo,Leather,Lifestyle,Summer,4.0,20,3274.08,2619.26,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.lifestylestores.com/in/en/search/?text=Only+Polo,2025-10-29
Van Heusen,Pants,Van Heusen Pants,Polyester,Flipkart,Winter,4.1,0,1168.55,1168.55,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.flipkart.com/search?q=Van+Heusen+Pants,2025-10-29
Flying Machine,Shirt,Flying Machine Shirt,Viscose,Lifestyle,Winter,4.1,50,996.53,498.26,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.lifestylestores.com/in/en/search/?text=Flying+Machine+Shirt,2025-10-29
Forever New,T-Shirt,Forever New T-Shirt,Wool,Max Fashion,Monsoon,3.9,0,613.76,613.76,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.maxfashion.in/in/en/search/?text=Forever+New+T-Shirt,2025-10-29
Breakbounce,Shirt,Breakbounce Shirt,Wool,Shoppers Stop,Spring,4.0,15,1676.25,1424.81,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.shoppersstop.com/search?q=Breakbounce+Shirt,2025-10-29
Raymond,Skirt,Raymond Skirt,Leather,Lifestyle,Spring,4.8,25,8198.72,6149.04,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.lifestylestores.com/in/en/search/?text=Raymond+Skirt,2025-10-29
AND,Shirt,AND Shirt,Denim,Westside,Winter,3.5,30,2539.44,1777.6,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.westside.com/search?q=AND+Shirt,2025-10-29
Roadster,Skirt,Roadster Skirt,Silk,Flipkart,All-Season,4.0,10,1065.71,959.14,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.flipkart.com/search?q=Roadster+Skirt,2025-10-29
Puma,Pants,Puma Pants,Cotton,Myntra,Spring,4.0,40,1934.01,1160.4,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/Puma+Pants,2025-10-29
Raymond,Jacket,Raymond Jacket,Leather,Reliance Trends,Winter,4.2,25,4069.59,3052.19,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.reliancetrends.com/search?q=Raymond+Jacket,2025-10-29
Roadster,Polo,Roadster Polo,Cotton,Reliance Trends,All-Season,3.7,30,534.87,374.41,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.reliancetrends.com/search?q=Roadster+Polo,2025-10-29
Mast & Harbour,Chinos,Mast & Harbour Chinos,Synthetic,Max Fashion,Winter,3.5,25,494.99,371.24,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Mast+&+Harbour+Chinos,2025-10-29
HRX,Hoodie,HRX Hoodie,Blend,Flipkart,Summer,3.6,10,1029.84,926.86,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.flipkart.com/search?q=HRX+Hoodie,2025-10-29
Being Human,Coat,Being Human Coat,Synthetic,Lifestyle,Monsoon,3.5,25,2042.21,1531.66,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.lifestylestores.com/in/en/search/?text=Being+Human+Coat,2025-10-29
Flying Machine,Sweater,Flying Machine Sweater,Cotton,Max Fashion,Spring,3.4,30,762.13,533.49,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.maxfashion.in/in/en/search/?text=Flying+Machine+Sweater,2025-10-29
Levi's,Polo,Levi's Polo,Denim,Lifestyle,Summer,4.3,50,4668.45,2334.22,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.lifestylestores.com/in/en/search/?text=Levi's+Polo,2025-10-29
AND,Blazer,AND Blazer,Silk,Reliance Trends,Summer,4.0,0,3233.18,3233.18,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.reliancetrends.com/search?q=AND+Blazer,2025-10-29
Peter England,Hoodie,Peter England Hoodie,Leather,Amazon India,Monsoon,3.8,20,1132.05,905.64,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.amazon.in/s?k=Peter+England+Hoodie,2025-10-29
Allen Solly,Jeans,Allen Solly Jeans,Polyester,Shoppers Stop,Spring,4.1,15,3270.67,2780.07,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.shoppersstop.com/search?q=Allen+Solly+Jeans,2025-10-29
Nike,Shirt,Nike Shirt,Wool,Westside,Winter,3.5,50,9200.05,4600.03,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.westside.com/search?q=Nike+Shirt,2025-10-29
Tommy Hilfiger,Hoodie,Tommy Hilfiger Hoodie,Wool,Max Fashion,Summer,4.6,20,4427.84,3542.28,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.maxfashion.in/in/en/search/?text=Tommy+Hilfiger+Hoodie,2025-10-29
Calvin Klein,Polo,Calvin Klein Polo,Wool,Shoppers Stop,Winter,4.9,15,6064.51,5154.83,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.shoppersstop.com/search?q=Calvin+Klein+Polo,2025-10-29
AND,Dress,AND Dress,Blend,Ajio,All-Season,3.9,20,3148.7,2518.96,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.ajio.com/search/?text=AND+Dress,2025-10-29
Athena,Sweater,Athena Sweater,Cotton,Lifestyle,Spring,3.9,40,1818.84,1091.3,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.lifestylestores.com/in/en/search/?text=Athena+Sweater,2025-10-29
Marks & Spencer,Pants,Marks & Spencer Pants,Viscose,Westside,Monsoon,4.8,10,3882.46,3494.22,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.westside.com/search?q=Marks+&+Spencer+Pants,2025-10-29
Louis Philippe,Skirt,Louis Philippe Skirt,Linen,Ajio,All-Season,4.5,20,1413.23,1130.59,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.ajio.com/search/?text=Louis+Philippe+Skirt,2025-10-29
US Polo Assn,Coat,US Polo Assn Coat,Viscose,Amazon India,Spring,4.0,15,2960.37,2516.32,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.amazon.in/s?k=US+Polo+Assn+Coat,2025-10-29
Flying Machine,Chinos,Flying Machine Chinos,Linen,Shoppers Stop,Spring,3.5,30,2154.55,1508.19,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.shoppersstop.com/search?q=Flying+Machine+Chinos,2025-10-29
W for Woman,T-Shirt,W for Woman T-Shirt,Silk,Reliance Trends,All-Season,4.1,25,980.69,735.51,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.reliancetrends.com/search?q=W+for+Woman+T-Shirt,2025-10-29
Puma,Sweater,Puma Sweater,Blend,Ajio,Winter,3.5,25,3217.77,2413.33,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.ajio.com/search/?text=Puma+Sweater,2025-10-29
Peter England,Jeans,Peter England Jeans,Denim,Max Fashion,All-Season,4.0,10,798.86,718.97,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.maxfashion.in/in/en/search/?text=Peter+England+Jeans,2025-10-29
Nike,Jacket,Nike Jacket,Synthetic,Lifestyle,Spring,3.5,20,3898.74,3118.99,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.lifestylestores.com/in/en/search/?text=Nike+Jacket,2025-10-29
Being Human,Pants,Being Human Pants,Blend,Lifestyle,All-Season,4.0,50,1316.64,658.32,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Being+Human+Pants,2025-10-29
Vero Moda,Blazer,Vero Moda Blazer,Blend,Shoppers Stop,Winter,3.8,0,5478.86,5478.86,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.shoppersstop.com/search?q=Vero+Moda+Blazer,2025-10-29
Wrogn,Polo,Wrogn Polo,Silk,Flipkart,All-Season,3.6,25,1710.04,1282.53,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.flipkart.com/search?q=Wrogn+Polo,2025-10-29
Allen Solly,Coat,Allen Solly Coat,Denim,Ajio,Monsoon,4.1,50,11016.12,5508.06,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.ajio.com/search/?text=Allen+Solly+Coat,2025-10-29
Being Human,Chinos,Being Human Chinos,Polyester,Flipkart,All-Season,3.6,40,1004.98,602.99,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.flipkart.com/search?q=Being+Human+Chinos,2025-10-29
Forever New,Polo,Forever New Polo,Wool,Flipkart,Spring,3.9,20,2316.2,1852.96,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.flipkart.com/search?q=Forever+New+Polo,2025-10-29
Adidas,Hoodie,Adidas Hoodie,Denim,Westside,Summer,4.2,10,2141.68,1927.51,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.westside.com/search?q=Adidas+Hoodie,2025-10-29
Being Human,Coat,Being Human Coat,Blend,Amazon India,Winter,3.4,50,2667.14,1333.57,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.amazon.in/s?k=Being+Human+Coat,2025-10-29
Levi's,Polo,Levi's Polo,Polyester,Amazon India,Summer,4.0,50,3583.18,1791.59,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.amazon.in/s?k=Levi's+Polo,2025-10-29
Calvin Klein,Skirt,Calvin Klein Skirt,Leather,Myntra,Summer,4.7,15,5325.44,4526.62,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.myntra.com/shop/Calvin+Klein+Skirt,2025-10-29
Levi's,Hoodie,Levi's Hoodie,Blend,Myntra,All-Season,4.4,50,4585.55,2292.78,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.myntra.com/shop/Levi's+Hoodie,2025-10-29
Tommy Hilfiger,Jeans,Tommy Hilfiger Jeans,Linen,Reliance Trends,Spring,4.7,30,9543.24,6680.27,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.reliancetrends.com/search?q=Tommy+Hilfiger+Jeans,2025-10-29
H&M,Coat,H&M Coat,Synthetic,Myntra,Winter,3.7,10,1394.41,1254.97,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.myntra.com/shop/H&M+Coat,2025-10-29
Van Heusen,Blazer,Van Heusen Blazer,Leather,Westside,Winter,4.2,15,4608.61,3917.32,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.westside.com/search?q=Van+Heusen+Blazer,2025-10-29
Levi's,Jeans,Levi's Jeans,Viscose,Reliance Trends,Winter,4.6,10,3324.56,2992.1,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.reliancetrends.com/search?q=Levi's+Jeans,2025-10-29
Zara,Chinos,Zara Chinos,Leather,Westside,Monsoon,4.8,40,7747.66,4648.59,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.westside.com/search?q=Zara+Chinos,2025-10-29
Roadster,Hoodie,Roadster Hoodie,Polyester,Lifestyle,Monsoon,3.8,30,435.39,304.77,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.lifestylestores.com/in/en/search/?text=Roadster+Hoodie,2025-10-29
W for Woman,Hoodie,W for Woman Hoodie,Silk,Lifestyle,Monsoon,3.8,0,2421.51,2421.51,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.lifestylestores.com/in/en/search/?text=W+for+Woman+Hoodie,2025-10-29
Athena,Polo,Athena Polo,Linen,Ajio,Winter,3.7,40,1640.87,984.52,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.ajio.com/search/?text=Athena+Polo,2025-10-29
Being Human,Pants,Being Human Pants,Viscose,Max Fashion,Spring,3.6,25,916.94,687.71,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Being+Human+Pants,2025-10-29
Mast & Harbour,Jacket,Mast & Harbour Jacket,Silk,Lifestyle,Winter,3.7,20,3550.03,2840.03,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.lifestylestores.com/in/en/search/?text=Mast+&+Harbour+Jacket,2025-10-29
Only,Shirt,Only Shirt,Blend,Reliance Trends,Monsoon,3.8,10,1390.3,1251.27,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.reliancetrends.com/search?q=Only+Shirt,2025-10-29
Levi's,Sweater,Levi's Sweater,Denim,Lifestyle,Monsoon,4.5,40,4559.86,2735.91,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.lifestylestores.com/in/en/search/?text=Levi's+Sweater,2025-10-29
Athena,Chinos,Athena Chinos,Cotton,Max Fashion,Summer,3.9,20,1080.88,864.71,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Athena+Chinos,2025-10-29
Louis Philippe,Jacket,Louis Philippe Jacket,Linen,Reliance Trends,Winter,4.1,30,6845.74,4792.02,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.reliancetrends.com/search?q=Louis+Philippe+Jacket,2025-10-29
W for Woman,Chinos,W for Woman Chinos,Polyester,Flipkart,Summer,3.7,25,2004.17,1503.13,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.flipkart.com/search?q=W+for+Woman+Chinos,2025-10-29
Tommy Hilfiger,Chinos,Tommy Hilfiger Chinos,Viscose,Amazon India,Monsoon,4.9,20,5877.04,4701.63,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.amazon.in/s?k=Tommy+Hilfiger+Chinos,2025-10-29
Van Heusen,Hoodie,Van Heusen Hoodie,Cotton,Myntra,Winter,3.9,50,3437.74,1718.87,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.myntra.com/shop/Van+Heusen+Hoodie,2025-10-29
HRX,Polo,HRX Polo,Cotton,Shoppers Stop,Spring,3.7,20,1492.78,1194.22,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.shoppersstop.com/search?q=HRX+Polo,2025-10-29
Calvin Klein,Pants,Calvin Klein Pants,Blend,Lifestyle,Spring,4.5,60,13107.3,5242.92,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Calvin+Klein+Pants,2025-10-29
Flying Machine,Pants,Flying Machine Pants,Polyester,Shoppers Stop,Summer,4.1,30,1501.03,1050.72,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.shoppersstop.com/search?q=Flying+Machine+Pants,2025-10-29
Athena,Shirt,Athena Shirt,Denim,Lifestyle,Summer,3.6,40,1138.55,683.13,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.lifestylestores.com/in/en/search/?text=Athena+Shirt,2025-10-29
HRX,Shirt,HRX Shirt,Blend,Flipkart,All-Season,4.1,15,1505.3,1279.5,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.flipkart.com/search?q=HRX+Shirt,2025-10-29
HRX,Hoodie,HRX Hoodie,Wool,Reliance Trends,Monsoon,3.8,30,705.89,494.12,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.reliancetrends.com/search?q=HRX+Hoodie,2025-10-29
Van Heusen,Pants,Van Heusen Pants,Linen,Reliance Trends,Summer,4.2,0,2155.29,2155.29,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.reliancetrends.com/search?q=Van+Heusen+Pants,2025-10-29
Van Heusen,Skirt,Van Heusen Skirt,Linen,Westside,Summer,4.3,10,2204.74,1984.26,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.westside.com/search?q=Van+Heusen+Skirt,2025-10-29
Zara,Shirt,Zara Shirt,Silk,Ajio,Summer,4.6,25,4654.7,3491.02,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.ajio.com/search/?text=Zara+Shirt,2025-10-29
Van Heusen,Sweater,Van Heusen Sweater,Leather,Westside,Summer,3.9,15,3300.32,2805.27,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.westside.com/search?q=Van+Heusen+Sweater,2025-10-29
Wrogn,Jeans,Wrogn Jeans,Synthetic,Max Fashion,All-Season,3.6,40,1611.64,966.98,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.maxfashion.in/in/en/search/?text=Wrogn+Jeans,2025-10-29
Raymond,T-Shirt,Raymond T-Shirt,Cotton,Amazon India,Spring,4.2,25,1730.14,1297.6,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.amazon.in/s?k=Raymond+T-Shirt,2025-10-29
Roadster,T-Shirt,Roadster T-Shirt,Synthetic,Ajio,Winter,3.8,30,441.52,309.07,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.ajio.com/search/?text=Roadster+T-Shirt,2025-10-29
Forever New,Chinos,Forever New Chinos,Leather,Shoppers Stop,Spring,3.8,20,3736.3,2989.04,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.shoppersstop.com/search?q=Forever+New+Chinos,2025-10-29
Peter England,T-Shirt,Peter England T-Shirt,Polyester,Shoppers Stop,Spring,3.6,30,1175.53,822.87,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.shoppersstop.com/search?q=Peter+England+T-Shirt,2025-10-29
H&M,Polo,H&M Polo,Silk,Amazon India,Winter,3.9,30,1666.42,1166.5,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.amazon.in/s?k=H&M+Polo,2025-10-29
Only,Polo,Only Polo,Blend,Lifestyle,Winter,4.0,10,1172.72,1055.45,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.lifestylestores.com/in/en/search/?text=Only+Polo,2025-10-29
Roadster,Jacket,Roadster Jacket,Viscose,Myntra,Summer,3.7,20,837.21,669.77,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.myntra.com/shop/Roadster+Jacket,2025-10-29
Being Human,Pants,Being Human Pants,Synthetic,Max Fashion,Winter,4.0,20,763.44,610.75,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Being+Human+Pants,2025-10-29
Tommy Hilfiger,Skirt,Tommy Hilfiger Skirt,Polyester,Amazon India,Monsoon,4.3,10,1838.44,1654.6,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.amazon.in/s?k=Tommy+Hilfiger+Skirt,2025-10-29
Allen Solly,Coat,Allen Solly Coat,Polyester,Amazon India,All-Season,4.4,25,2658.71,1994.03,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.amazon.in/s?k=Allen+Solly+Coat,2025-10-29
Adidas,Sweater,Adidas Sweater,Leather,Myntra,Winter,4.1,10,2332.82,2099.53,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.myntra.com/shop/Adidas+Sweater,2025-10-29
Roadster,Polo,Roadster Polo,Cotton,Flipkart,Summer,4.1,15,251.66,213.91,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.flipkart.com/search?q=Roadster+Polo,2025-10-29
Roadster,Skirt,Roadster Skirt,Synthetic,Max Fashion,Winter,3.9,20,386.39,309.11,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.maxfashion.in/in/en/search/?text=Roadster+Skirt,2025-10-29
Roadster,Sweater,Roadster Sweater,Leather,Westside,All-Season,3.5,60,3793.98,1517.59,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.westside.com/search?q=Roadster+Sweater,2025-10-29
Nike,Blazer,Nike Blazer,Silk,Westside,Spring,3.5,50,12249.36,6124.68,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.westside.com/search?q=Nike+Blazer,2025-10-29
H&M,Coat,H&M Coat,Linen,Reliance Trends,Monsoon,4.1,25,4742.09,3556.57,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.reliancetrends.com/search?q=H&M+Coat,2025-10-29
Athena,Chinos,Athena Chinos,Silk,Ajio,Monsoon,4.0,40,977.34,586.41,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.ajio.com/search/?text=Athena+Chinos,2025-10-29
Nike,Skirt,Nike Skirt,Polyester,Shoppers Stop,Summer,3.8,20,4178.54,3342.83,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.shoppersstop.com/search?q=Nike+Skirt,2025-10-29
W for Woman,Polo,W for Woman Polo,Leather,Lifestyle,Winter,4.1,15,1297.18,1102.61,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.lifestylestores.com/in/en/search/?text=W+for+Woman+Polo,2025-10-29
Van Heusen,Blazer,Van Heusen Blazer,Silk,Shoppers Stop,Monsoon,4.5,10,5915.04,5323.54,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.shoppersstop.com/search?q=Van+Heusen+Blazer,2025-10-29
Nike,T-Shirt,Nike T-Shirt,Cotton,Westside,Spring,3.6,40,2991.07,1794.64,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.westside.com/search?q=Nike+T-Shirt,2025-10-29
Levi's,Chinos,Levi's Chinos,Synthetic,Westside,Winter,4.7,30,3139.78,2197.84,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.westside.com/search?q=Levi's+Chinos,2025-10-29
Van Heusen,Dress,Van Heusen Dress,Cotton,Flipkart,Summer,4.7,20,2308.21,1846.56,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.flipkart.com/search?q=Van+Heusen+Dress,2025-10-29
Adidas,Jeans,Adidas Jeans,Viscose,Lifestyle,Monsoon,3.9,25,2020.81,1515.61,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.lifestylestores.com/in/en/search/?text=Adidas+Jeans,2025-10-29
HRX,Sweater,HRX Sweater,Polyester,Shoppers Stop,Summer,3.9,10,998.5,898.65,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.shoppersstop.com/search?q=HRX+Sweater,2025-10-29
Adidas,Coat,Adidas Coat,Synthetic,Max Fashion,All-Season,4.1,10,3271.98,2944.78,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.maxfashion.in/in/en/search/?text=Adidas+Coat,2025-10-29
Raymond,Dress,Raymond Dress,Polyester,Lifestyle,All-Season,4.5,30,6464.83,4525.38,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.lifestylestores.com/in/en/search/?text=Raymond+Dress,2025-10-29
Peter England,Dress,Peter England Dress,Polyester,Lifestyle,Spring,3.6,25,3224.78,2418.58,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.lifestylestores.com/in/en/search/?text=Peter+England+Dress,2025-10-29
